"Sample ID","Input","Input Type","Protocol Name","Output","Output Type"
"MBSMPL0020-15-264","MBSMPL0020-15-264","sample from organism","dna extraction","3100344 (Extract)","DNA extract"
"MBSMPL0020-15-2640","3113990 (Assay)","Assay","data transformation","3113990 (OTU)","data item"
"MBSMPL0020-15-2640","3113990 (Extract)","DNA extract","dna sequencing","3113990 (Assay)","Assay"
"MBSMPL0020-15-2640","MBSMPL0020-15-2640","sample from organism","dna extraction","3113990 (Extract)","DNA extract"
"MBSMPL0020-15-2642","3114001 (Assay)","Assay","data transformation","3114001 (OTU)","data item"
"MBSMPL0020-15-2642","3114001 (Extract)","DNA extract","dna sequencing","3114001 (Assay)","Assay"
"MBSMPL0020-15-2642","MBSMPL0020-15-2642","sample from organism","dna extraction","3114001 (Extract)","DNA extract"
"MBSMPL0020-15-2643","3114003 (Assay)","Assay","data transformation","3114003 (OTU)","data item"
"MBSMPL0020-15-2643","3114003 (Extract)","DNA extract","dna sequencing","3114003 (Assay)","Assay"
"MBSMPL0020-15-2643","MBSMPL0020-15-2643","sample from organism","dna extraction","3114003 (Extract)","DNA extract"
"MBSMPL0020-15-2644","3114005 (Assay)","Assay","data transformation","3114005 (OTU)","data item"
"MBSMPL0020-15-2644","3114005 (Extract)","DNA extract","dna sequencing","3114005 (Assay)","Assay"
"MBSMPL0020-15-2644","MBSMPL0020-15-2644","sample from organism","dna extraction","3114005 (Extract)","DNA extract"
"MBSMPL0020-15-2645","3114011 (Assay)","Assay","data transformation","3114011 (OTU)","data item"
"MBSMPL0020-15-2645","3114011 (Extract)","DNA extract","dna sequencing","3114011 (Assay)","Assay"
"MBSMPL0020-15-2645","MBSMPL0020-15-2645","sample from organism","dna extraction","3114011 (Extract)","DNA extract"
"MBSMPL0020-15-2646","3114013 (Assay)","Assay","data transformation","3114013 (OTU)","data item"
"MBSMPL0020-15-2646","3114013 (Extract)","DNA extract","dna sequencing","3114013 (Assay)","Assay"
"MBSMPL0020-15-2646","MBSMPL0020-15-2646","sample from organism","dna extraction","3114013 (Extract)","DNA extract"
"MBSMPL0020-15-2647","3114014 (Assay)","Assay","data transformation","3114014 (OTU)","data item"
"MBSMPL0020-15-2647","3114014 (Extract)","DNA extract","dna sequencing","3114014 (Assay)","Assay"
"MBSMPL0020-15-2647","MBSMPL0020-15-2647","sample from organism","dna extraction","3114014 (Extract)","DNA extract"
"MBSMPL0020-15-2648","3114015 (Assay)","Assay","data transformation","3114015 (OTU)","data item"
"MBSMPL0020-15-2648","3114015 (Extract)","DNA extract","dna sequencing","3114015 (Assay)","Assay"
"MBSMPL0020-15-2648","MBSMPL0020-15-2648","sample from organism","dna extraction","3114015 (Extract)","DNA extract"
"MBSMPL0020-15-2649","3114016 (Assay)","Assay","data transformation","3114016 (OTU)","data item"
"MBSMPL0020-15-2649","3114016 (Extract)","DNA extract","dna sequencing","3114016 (Assay)","Assay"
"MBSMPL0020-15-2649","MBSMPL0020-15-2649","sample from organism","dna extraction","3114016 (Extract)","DNA extract"
"MBSMPL0020-15-265","3100345 (Assay)","Assay","data transformation","3100345 (OTU)","data item"
"MBSMPL0020-15-265","3100345 (Extract)","DNA extract","dna sequencing","3100345 (Assay)","Assay"
"MBSMPL0020-15-265","MBSMPL0020-15-265","sample from organism","dna extraction","3100345 (Extract)","DNA extract"
"MBSMPL0020-15-2650","3114017 (Assay)","Assay","data transformation","3114017 (OTU)","data item"
"MBSMPL0020-15-2650","3114017 (Extract)","DNA extract","dna sequencing","3114017 (Assay)","Assay"
"MBSMPL0020-15-2650","MBSMPL0020-15-2650","sample from organism","dna extraction","3114017 (Extract)","DNA extract"
"MBSMPL0020-15-2651","3114018 (Assay)","Assay","data transformation","3114018 (OTU)","data item"
"MBSMPL0020-15-2651","3114018 (Extract)","DNA extract","dna sequencing","3114018 (Assay)","Assay"
"MBSMPL0020-15-2651","MBSMPL0020-15-2651","sample from organism","dna extraction","3114018 (Extract)","DNA extract"
"MBSMPL0020-15-2652","3114019 (Assay)","Assay","data transformation","3114019 (OTU)","data item"
"MBSMPL0020-15-2652","3114019 (Extract)","DNA extract","dna sequencing","3114019 (Assay)","Assay"
"MBSMPL0020-15-2652","MBSMPL0020-15-2652","sample from organism","dna extraction","3114019 (Extract)","DNA extract"
"MBSMPL0020-15-2653","3114020 (Assay)","Assay","data transformation","3114020 (OTU)","data item"
"MBSMPL0020-15-2653","3114020 (Extract)","DNA extract","dna sequencing","3114020 (Assay)","Assay"
"MBSMPL0020-15-2653","MBSMPL0020-15-2653","sample from organism","dna extraction","3114020 (Extract)","DNA extract"
"MBSMPL0020-15-2654","3114030 (Assay)","Assay","data transformation","3114030 (OTU)","data item"
"MBSMPL0020-15-2654","3114030 (Extract)","DNA extract","dna sequencing","3114030 (Assay)","Assay"
"MBSMPL0020-15-2654","MBSMPL0020-15-2654","sample from organism","dna extraction","3114030 (Extract)","DNA extract"
"MBSMPL0020-15-2655","3114031 (Assay)","Assay","data transformation","3114031 (OTU)","data item"
"MBSMPL0020-15-2655","3114031 (Extract)","DNA extract","dna sequencing","3114031 (Assay)","Assay"
"MBSMPL0020-15-2655","MBSMPL0020-15-2655","sample from organism","dna extraction","3114031 (Extract)","DNA extract"
"MBSMPL0020-15-2656","3114032 (Assay)","Assay","data transformation","3114032 (OTU)","data item"
"MBSMPL0020-15-2656","3114032 (Extract)","DNA extract","dna sequencing","3114032 (Assay)","Assay"
"MBSMPL0020-15-2656","MBSMPL0020-15-2656","sample from organism","dna extraction","3114032 (Extract)","DNA extract"
"MBSMPL0020-15-2657","3114038 (Assay)","Assay","data transformation","3114038 (OTU)","data item"
"MBSMPL0020-15-2657","3114038 (Extract)","DNA extract","dna sequencing","3114038 (Assay)","Assay"
"MBSMPL0020-15-2657","MBSMPL0020-15-2657","sample from organism","dna extraction","3114038 (Extract)","DNA extract"
"MBSMPL0020-15-2658","3114039 (Assay)","Assay","data transformation","3114039 (OTU)","data item"
"MBSMPL0020-15-2658","3114039 (Extract)","DNA extract","dna sequencing","3114039 (Assay)","Assay"
"MBSMPL0020-15-2658","MBSMPL0020-15-2658","sample from organism","dna extraction","3114039 (Extract)","DNA extract"
"MBSMPL0020-15-2659","3114041 (Assay)","Assay","data transformation","3114041 (OTU)","data item"
"MBSMPL0020-15-2659","3114041 (Extract)","DNA extract","dna sequencing","3114041 (Assay)","Assay"
"MBSMPL0020-15-2659","MBSMPL0020-15-2659","sample from organism","dna extraction","3114041 (Extract)","DNA extract"
"MBSMPL0020-15-2660","3114042 (Assay)","Assay","data transformation","3114042 (OTU)","data item"
"MBSMPL0020-15-2660","3114042 (Extract)","DNA extract","dna sequencing","3114042 (Assay)","Assay"
"MBSMPL0020-15-2660","MBSMPL0020-15-2660","sample from organism","dna extraction","3114042 (Extract)","DNA extract"
"MBSMPL0020-15-2661","3114165 (Assay)","Assay","data transformation","3114165 (OTU)","data item"
"MBSMPL0020-15-2661","3114165 (Extract)","DNA extract","dna sequencing","3114165 (Assay)","Assay"
"MBSMPL0020-15-2661","MBSMPL0020-15-2661","sample from organism","dna extraction","3114165 (Extract)","DNA extract"
"MBSMPL0020-15-2662","3114166 (Assay)","Assay","data transformation","3114166 (OTU)","data item"
"MBSMPL0020-15-2662","3114166 (Extract)","DNA extract","dna sequencing","3114166 (Assay)","Assay"
"MBSMPL0020-15-2662","MBSMPL0020-15-2662","sample from organism","dna extraction","3114166 (Extract)","DNA extract"
"MBSMPL0020-15-2663","3114167 (Assay)","Assay","data transformation","3114167 (OTU)","data item"
"MBSMPL0020-15-2663","3114167 (Extract)","DNA extract","dna sequencing","3114167 (Assay)","Assay"
"MBSMPL0020-15-2663","MBSMPL0020-15-2663","sample from organism","dna extraction","3114167 (Extract)","DNA extract"
"MBSMPL0020-15-2664","3114184 (Assay)","Assay","data transformation","3114184 (OTU)","data item"
"MBSMPL0020-15-2664","3114184 (Extract)","DNA extract","dna sequencing","3114184 (Assay)","Assay"
"MBSMPL0020-15-2664","MBSMPL0020-15-2664","sample from organism","dna extraction","3114184 (Extract)","DNA extract"
"MBSMPL0020-15-2666","3114190 (Assay)","Assay","data transformation","3114190 (OTU)","data item"
"MBSMPL0020-15-2666","3114190 (Extract)","DNA extract","dna sequencing","3114190 (Assay)","Assay"
"MBSMPL0020-15-2666","MBSMPL0020-15-2666","sample from organism","dna extraction","3114190 (Extract)","DNA extract"
"MBSMPL0020-15-2667","3114199 (Assay)","Assay","data transformation","3114199 (OTU)","data item"
"MBSMPL0020-15-2667","3114199 (Extract)","DNA extract","dna sequencing","3114199 (Assay)","Assay"
"MBSMPL0020-15-2667","MBSMPL0020-15-2667","sample from organism","dna extraction","3114199 (Extract)","DNA extract"
"MBSMPL0020-15-2668","3114200 (Assay)","Assay","data transformation","3114200 (OTU)","data item"
"MBSMPL0020-15-2668","3114200 (Extract)","DNA extract","dna sequencing","3114200 (Assay)","Assay"
"MBSMPL0020-15-2668","MBSMPL0020-15-2668","sample from organism","dna extraction","3114200 (Extract)","DNA extract"
"MBSMPL0020-15-267","3100347 (Assay)","Assay","data transformation","3100347 (OTU)","data item"
"MBSMPL0020-15-267","3100347 (Extract)","DNA extract","dna sequencing","3100347 (Assay)","Assay"
"MBSMPL0020-15-267","MBSMPL0020-15-267","sample from organism","dna extraction","3100347 (Extract)","DNA extract"
"MBSMPL0020-15-2670","3114203 (Assay)","Assay","data transformation","3114203 (OTU)","data item"
"MBSMPL0020-15-2670","3114203 (Extract)","DNA extract","dna sequencing","3114203 (Assay)","Assay"
"MBSMPL0020-15-2670","MBSMPL0020-15-2670","sample from organism","dna extraction","3114203 (Extract)","DNA extract"
"MBSMPL0020-15-2671","3114204 (Assay)","Assay","data transformation","3114204 (OTU)","data item"
"MBSMPL0020-15-2671","3114204 (Extract)","DNA extract","dna sequencing","3114204 (Assay)","Assay"
"MBSMPL0020-15-2671","MBSMPL0020-15-2671","sample from organism","dna extraction","3114204 (Extract)","DNA extract"
"MBSMPL0020-15-2672","3114205 (Assay)","Assay","data transformation","3114205 (OTU)","data item"
"MBSMPL0020-15-2672","3114205 (Extract)","DNA extract","dna sequencing","3114205 (Assay)","Assay"
"MBSMPL0020-15-2672","MBSMPL0020-15-2672","sample from organism","dna extraction","3114205 (Extract)","DNA extract"
"MBSMPL0020-15-2673","3114206 (Assay)","Assay","data transformation","3114206 (OTU)","data item"
"MBSMPL0020-15-2673","3114206 (Extract)","DNA extract","dna sequencing","3114206 (Assay)","Assay"
"MBSMPL0020-15-2673","MBSMPL0020-15-2673","sample from organism","dna extraction","3114206 (Extract)","DNA extract"
"MBSMPL0020-15-2674","3114207 (Assay)","Assay","data transformation","3114207 (OTU)","data item"
"MBSMPL0020-15-2674","3114207 (Extract)","DNA extract","dna sequencing","3114207 (Assay)","Assay"
"MBSMPL0020-15-2674","MBSMPL0020-15-2674","sample from organism","dna extraction","3114207 (Extract)","DNA extract"
"MBSMPL0020-15-2675","3114208 (Assay)","Assay","data transformation","3114208 (OTU)","data item"
"MBSMPL0020-15-2675","3114208 (Extract)","DNA extract","dna sequencing","3114208 (Assay)","Assay"
"MBSMPL0020-15-2675","MBSMPL0020-15-2675","sample from organism","dna extraction","3114208 (Extract)","DNA extract"
"MBSMPL0020-15-2676","3114218 (Assay)","Assay","data transformation","3114218 (OTU)","data item"
"MBSMPL0020-15-2676","3114218 (Extract)","DNA extract","dna sequencing","3114218 (Assay)","Assay"
"MBSMPL0020-15-2676","MBSMPL0020-15-2676","sample from organism","dna extraction","3114218 (Extract)","DNA extract"
"MBSMPL0020-15-2677","3114221 (Assay)","Assay","data transformation","3114221 (OTU)","data item"
"MBSMPL0020-15-2677","3114221 (Extract)","DNA extract","dna sequencing","3114221 (Assay)","Assay"
"MBSMPL0020-15-2677","MBSMPL0020-15-2677","sample from organism","dna extraction","3114221 (Extract)","DNA extract"
"MBSMPL0020-15-2678","3114222 (Assay)","Assay","data transformation","3114222 (OTU)","data item"
"MBSMPL0020-15-2678","3114222 (Extract)","DNA extract","dna sequencing","3114222 (Assay)","Assay"
"MBSMPL0020-15-2678","MBSMPL0020-15-2678","sample from organism","dna extraction","3114222 (Extract)","DNA extract"
"MBSMPL0020-15-2679","3114223 (Assay)","Assay","data transformation","3114223 (OTU)","data item"
"MBSMPL0020-15-2679","3114223 (Extract)","DNA extract","dna sequencing","3114223 (Assay)","Assay"
"MBSMPL0020-15-2679","MBSMPL0020-15-2679","sample from organism","dna extraction","3114223 (Extract)","DNA extract"
"MBSMPL0020-15-268","3100348 (Assay)","Assay","data transformation","3100348 (OTU)","data item"
"MBSMPL0020-15-268","3100348 (Extract)","DNA extract","dna sequencing","3100348 (Assay)","Assay"
"MBSMPL0020-15-268","MBSMPL0020-15-268","sample from organism","dna extraction","3100348 (Extract)","DNA extract"
"MBSMPL0020-15-2680","3114225 (Assay)","Assay","data transformation","3114225 (OTU)","data item"
"MBSMPL0020-15-2680","3114225 (Extract)","DNA extract","dna sequencing","3114225 (Assay)","Assay"
"MBSMPL0020-15-2680","MBSMPL0020-15-2680","sample from organism","dna extraction","3114225 (Extract)","DNA extract"
"MBSMPL0020-15-2681","3114226 (Assay)","Assay","data transformation","3114226 (OTU)","data item"
"MBSMPL0020-15-2681","3114226 (Extract)","DNA extract","dna sequencing","3114226 (Assay)","Assay"
"MBSMPL0020-15-2681","MBSMPL0020-15-2681","sample from organism","dna extraction","3114226 (Extract)","DNA extract"
"MBSMPL0020-15-2682","3114227 (Assay)","Assay","data transformation","3114227 (OTU)","data item"
"MBSMPL0020-15-2682","3114227 (Extract)","DNA extract","dna sequencing","3114227 (Assay)","Assay"
"MBSMPL0020-15-2682","MBSMPL0020-15-2682","sample from organism","dna extraction","3114227 (Extract)","DNA extract"
"MBSMPL0020-15-2683","3114230 (Assay)","Assay","data transformation","3114230 (OTU)","data item"
"MBSMPL0020-15-2683","3114230 (Extract)","DNA extract","dna sequencing","3114230 (Assay)","Assay"
"MBSMPL0020-15-2683","MBSMPL0020-15-2683","sample from organism","dna extraction","3114230 (Extract)","DNA extract"
"MBSMPL0020-15-2684","3114231 (Assay)","Assay","data transformation","3114231 (OTU)","data item"
"MBSMPL0020-15-2684","3114231 (Extract)","DNA extract","dna sequencing","3114231 (Assay)","Assay"
"MBSMPL0020-15-2684","MBSMPL0020-15-2684","sample from organism","dna extraction","3114231 (Extract)","DNA extract"
"MBSMPL0020-15-2685","3114234 (Assay)","Assay","data transformation","3114234 (OTU)","data item"
"MBSMPL0020-15-2685","3114234 (Extract)","DNA extract","dna sequencing","3114234 (Assay)","Assay"
"MBSMPL0020-15-2685","MBSMPL0020-15-2685","sample from organism","dna extraction","3114234 (Extract)","DNA extract"
"MBSMPL0020-15-2686","3114252 (Assay)","Assay","data transformation","3114252 (OTU)","data item"
"MBSMPL0020-15-2686","3114252 (Extract)","DNA extract","dna sequencing","3114252 (Assay)","Assay"
"MBSMPL0020-15-2686","MBSMPL0020-15-2686","sample from organism","dna extraction","3114252 (Extract)","DNA extract"
"MBSMPL0020-15-2687","3114255 (Assay)","Assay","data transformation","3114255 (OTU)","data item"
"MBSMPL0020-15-2687","3114255 (Extract)","DNA extract","dna sequencing","3114255 (Assay)","Assay"
"MBSMPL0020-15-2687","MBSMPL0020-15-2687","sample from organism","dna extraction","3114255 (Extract)","DNA extract"
"MBSMPL0020-15-2688","3114265 (Assay)","Assay","data transformation","3114265 (OTU)","data item"
"MBSMPL0020-15-2688","3114265 (Extract)","DNA extract","dna sequencing","3114265 (Assay)","Assay"
"MBSMPL0020-15-2688","MBSMPL0020-15-2688","sample from organism","dna extraction","3114265 (Extract)","DNA extract"
"MBSMPL0020-15-2689","3114268 (Assay)","Assay","data transformation","3114268 (OTU)","data item"
"MBSMPL0020-15-2689","3114268 (Extract)","DNA extract","dna sequencing","3114268 (Assay)","Assay"
"MBSMPL0020-15-2689","MBSMPL0020-15-2689","sample from organism","dna extraction","3114268 (Extract)","DNA extract"
"MBSMPL0020-15-269","3100349 (Assay)","Assay","data transformation","3100349 (OTU)","data item"
"MBSMPL0020-15-269","3100349 (Extract)","DNA extract","dna sequencing","3100349 (Assay)","Assay"
"MBSMPL0020-15-269","MBSMPL0020-15-269","sample from organism","dna extraction","3100349 (Extract)","DNA extract"
"MBSMPL0020-15-2690","3114285 (Assay)","Assay","data transformation","3114285 (OTU)","data item"
"MBSMPL0020-15-2690","3114285 (Extract)","DNA extract","dna sequencing","3114285 (Assay)","Assay"
"MBSMPL0020-15-2690","MBSMPL0020-15-2690","sample from organism","dna extraction","3114285 (Extract)","DNA extract"
"MBSMPL0020-15-2691","3114286 (Assay)","Assay","data transformation","3114286 (OTU)","data item"
"MBSMPL0020-15-2691","3114286 (Extract)","DNA extract","dna sequencing","3114286 (Assay)","Assay"
"MBSMPL0020-15-2691","MBSMPL0020-15-2691","sample from organism","dna extraction","3114286 (Extract)","DNA extract"
"MBSMPL0020-15-2692","3114287 (Assay)","Assay","data transformation","3114287 (OTU)","data item"
"MBSMPL0020-15-2692","3114287 (Extract)","DNA extract","dna sequencing","3114287 (Assay)","Assay"
"MBSMPL0020-15-2692","MBSMPL0020-15-2692","sample from organism","dna extraction","3114287 (Extract)","DNA extract"
"MBSMPL0020-15-2693","3114288 (Assay)","Assay","data transformation","3114288 (OTU)","data item"
"MBSMPL0020-15-2693","3114288 (Extract)","DNA extract","dna sequencing","3114288 (Assay)","Assay"
"MBSMPL0020-15-2693","MBSMPL0020-15-2693","sample from organism","dna extraction","3114288 (Extract)","DNA extract"
"MBSMPL0020-15-2694","3114289 (Assay)","Assay","data transformation","3114289 (OTU)","data item"
"MBSMPL0020-15-2694","3114289 (Extract)","DNA extract","dna sequencing","3114289 (Assay)","Assay"
"MBSMPL0020-15-2694","MBSMPL0020-15-2694","sample from organism","dna extraction","3114289 (Extract)","DNA extract"
"MBSMPL0020-15-2695","3114317 (Assay)","Assay","data transformation","3114317 (OTU)","data item"
"MBSMPL0020-15-2695","3114317 (Extract)","DNA extract","dna sequencing","3114317 (Assay)","Assay"
"MBSMPL0020-15-2695","MBSMPL0020-15-2695","sample from organism","dna extraction","3114317 (Extract)","DNA extract"
"MBSMPL0020-15-2696","3114318 (Assay)","Assay","data transformation","3114318 (OTU)","data item"
"MBSMPL0020-15-2696","3114318 (Extract)","DNA extract","dna sequencing","3114318 (Assay)","Assay"
"MBSMPL0020-15-2696","MBSMPL0020-15-2696","sample from organism","dna extraction","3114318 (Extract)","DNA extract"
"MBSMPL0020-15-2697","3114319 (Assay)","Assay","data transformation","3114319 (OTU)","data item"
"MBSMPL0020-15-2697","3114319 (Extract)","DNA extract","dna sequencing","3114319 (Assay)","Assay"
"MBSMPL0020-15-2697","MBSMPL0020-15-2697","sample from organism","dna extraction","3114319 (Extract)","DNA extract"
"MBSMPL0020-15-2698","3114320 (Assay)","Assay","data transformation","3114320 (OTU)","data item"
"MBSMPL0020-15-2698","3114320 (Extract)","DNA extract","dna sequencing","3114320 (Assay)","Assay"
"MBSMPL0020-15-2698","MBSMPL0020-15-2698","sample from organism","dna extraction","3114320 (Extract)","DNA extract"
"MBSMPL0020-15-2699","3114321 (Assay)","Assay","data transformation","3114321 (OTU)","data item"
"MBSMPL0020-15-2699","3114321 (Extract)","DNA extract","dna sequencing","3114321 (Assay)","Assay"
"MBSMPL0020-15-2699","MBSMPL0020-15-2699","sample from organism","dna extraction","3114321 (Extract)","DNA extract"
"MBSMPL0020-15-27","3000109 (Assay)","Assay","data transformation","3000109 (OTU)","data item"
"MBSMPL0020-15-27","3000109 (Extract)","DNA extract","dna sequencing","3000109 (Assay)","Assay"
"MBSMPL0020-15-27","MBSMPL0020-15-27","sample from organism","dna extraction","3000109 (Extract)","DNA extract"
"MBSMPL0020-15-270","3100350 (Assay)","Assay","data transformation","3100350 (OTU)","data item"
"MBSMPL0020-15-270","3100350 (Extract)","DNA extract","dna sequencing","3100350 (Assay)","Assay"
"MBSMPL0020-15-270","MBSMPL0020-15-270","sample from organism","dna extraction","3100350 (Extract)","DNA extract"
"MBSMPL0020-15-2700","3114322 (Assay)","Assay","data transformation","3114322 (OTU)","data item"
"MBSMPL0020-15-2700","3114322 (Extract)","DNA extract","dna sequencing","3114322 (Assay)","Assay"
"MBSMPL0020-15-2700","MBSMPL0020-15-2700","sample from organism","dna extraction","3114322 (Extract)","DNA extract"
"MBSMPL0020-15-2701","3114323 (Assay)","Assay","data transformation","3114323 (OTU)","data item"
"MBSMPL0020-15-2701","3114323 (Extract)","DNA extract","dna sequencing","3114323 (Assay)","Assay"
"MBSMPL0020-15-2701","MBSMPL0020-15-2701","sample from organism","dna extraction","3114323 (Extract)","DNA extract"
"MBSMPL0020-15-2702","3114324 (Assay)","Assay","data transformation","3114324 (OTU)","data item"
"MBSMPL0020-15-2702","3114324 (Extract)","DNA extract","dna sequencing","3114324 (Assay)","Assay"
"MBSMPL0020-15-2702","MBSMPL0020-15-2702","sample from organism","dna extraction","3114324 (Extract)","DNA extract"
"MBSMPL0020-15-2703","3114325 (Assay)","Assay","data transformation","3114325 (OTU)","data item"
"MBSMPL0020-15-2703","3114325 (Extract)","DNA extract","dna sequencing","3114325 (Assay)","Assay"
"MBSMPL0020-15-2703","MBSMPL0020-15-2703","sample from organism","dna extraction","3114325 (Extract)","DNA extract"
"MBSMPL0020-15-2704","3114326 (Assay)","Assay","data transformation","3114326 (OTU)","data item"
"MBSMPL0020-15-2704","3114326 (Extract)","DNA extract","dna sequencing","3114326 (Assay)","Assay"
"MBSMPL0020-15-2704","MBSMPL0020-15-2704","sample from organism","dna extraction","3114326 (Extract)","DNA extract"
"MBSMPL0020-15-2705","3114327 (Assay)","Assay","data transformation","3114327 (OTU)","data item"
"MBSMPL0020-15-2705","3114327 (Extract)","DNA extract","dna sequencing","3114327 (Assay)","Assay"
"MBSMPL0020-15-2705","MBSMPL0020-15-2705","sample from organism","dna extraction","3114327 (Extract)","DNA extract"
"MBSMPL0020-15-2706","3114328 (Assay)","Assay","data transformation","3114328 (OTU)","data item"
"MBSMPL0020-15-2706","3114328 (Extract)","DNA extract","dna sequencing","3114328 (Assay)","Assay"
"MBSMPL0020-15-2706","MBSMPL0020-15-2706","sample from organism","dna extraction","3114328 (Extract)","DNA extract"
"MBSMPL0020-15-2708","3114332 (Assay)","Assay","data transformation","3114332 (OTU)","data item"
"MBSMPL0020-15-2708","3114332 (Extract)","DNA extract","dna sequencing","3114332 (Assay)","Assay"
"MBSMPL0020-15-2708","MBSMPL0020-15-2708","sample from organism","dna extraction","3114332 (Extract)","DNA extract"
"MBSMPL0020-15-2709","3114356 (Assay)","Assay","data transformation","3114356 (OTU)","data item"
"MBSMPL0020-15-2709","3114356 (Extract)","DNA extract","dna sequencing","3114356 (Assay)","Assay"
"MBSMPL0020-15-2709","MBSMPL0020-15-2709","sample from organism","dna extraction","3114356 (Extract)","DNA extract"
"MBSMPL0020-15-271","3100351 (Assay)","Assay","data transformation","3100351 (OTU)","data item"
"MBSMPL0020-15-271","3100351 (Extract)","DNA extract","dna sequencing","3100351 (Assay)","Assay"
"MBSMPL0020-15-271","MBSMPL0020-15-271","sample from organism","dna extraction","3100351 (Extract)","DNA extract"
"MBSMPL0020-15-2710","3114367 (Assay)","Assay","data transformation","3114367 (OTU)","data item"
"MBSMPL0020-15-2710","3114367 (Extract)","DNA extract","dna sequencing","3114367 (Assay)","Assay"
"MBSMPL0020-15-2710","MBSMPL0020-15-2710","sample from organism","dna extraction","3114367 (Extract)","DNA extract"
"MBSMPL0020-15-2711","3114368 (Assay)","Assay","data transformation","3114368 (OTU)","data item"
"MBSMPL0020-15-2711","3114368 (Extract)","DNA extract","dna sequencing","3114368 (Assay)","Assay"
"MBSMPL0020-15-2711","MBSMPL0020-15-2711","sample from organism","dna extraction","3114368 (Extract)","DNA extract"
"MBSMPL0020-15-2712","3114369 (Assay)","Assay","data transformation","3114369 (OTU)","data item"
"MBSMPL0020-15-2712","3114369 (Extract)","DNA extract","dna sequencing","3114369 (Assay)","Assay"
"MBSMPL0020-15-2712","MBSMPL0020-15-2712","sample from organism","dna extraction","3114369 (Extract)","DNA extract"
"MBSMPL0020-15-2713","3114381 (Assay)","Assay","data transformation","3114381 (OTU)","data item"
"MBSMPL0020-15-2713","3114381 (Extract)","DNA extract","dna sequencing","3114381 (Assay)","Assay"
"MBSMPL0020-15-2713","MBSMPL0020-15-2713","sample from organism","dna extraction","3114381 (Extract)","DNA extract"
"MBSMPL0020-15-2714","3114382 (Assay)","Assay","data transformation","3114382 (OTU)","data item"
"MBSMPL0020-15-2714","3114382 (Extract)","DNA extract","dna sequencing","3114382 (Assay)","Assay"
"MBSMPL0020-15-2714","MBSMPL0020-15-2714","sample from organism","dna extraction","3114382 (Extract)","DNA extract"
"MBSMPL0020-15-2715","3114383 (Assay)","Assay","data transformation","3114383 (OTU)","data item"
"MBSMPL0020-15-2715","3114383 (Extract)","DNA extract","dna sequencing","3114383 (Assay)","Assay"
"MBSMPL0020-15-2715","MBSMPL0020-15-2715","sample from organism","dna extraction","3114383 (Extract)","DNA extract"
"MBSMPL0020-15-2716","3114384 (Assay)","Assay","data transformation","3114384 (OTU)","data item"
"MBSMPL0020-15-2716","3114384 (Extract)","DNA extract","dna sequencing","3114384 (Assay)","Assay"
"MBSMPL0020-15-2716","MBSMPL0020-15-2716","sample from organism","dna extraction","3114384 (Extract)","DNA extract"
"MBSMPL0020-15-2717","3114385 (Assay)","Assay","data transformation","3114385 (OTU)","data item"
"MBSMPL0020-15-2717","3114385 (Extract)","DNA extract","dna sequencing","3114385 (Assay)","Assay"
"MBSMPL0020-15-2717","MBSMPL0020-15-2717","sample from organism","dna extraction","3114385 (Extract)","DNA extract"
"MBSMPL0020-15-2718","3114386 (Assay)","Assay","data transformation","3114386 (OTU)","data item"
"MBSMPL0020-15-2718","3114386 (Extract)","DNA extract","dna sequencing","3114386 (Assay)","Assay"
"MBSMPL0020-15-2718","MBSMPL0020-15-2718","sample from organism","dna extraction","3114386 (Extract)","DNA extract"
"MBSMPL0020-15-2719","3114401 (Assay)","Assay","data transformation","3114401 (OTU)","data item"
"MBSMPL0020-15-2719","3114401 (Extract)","DNA extract","dna sequencing","3114401 (Assay)","Assay"
"MBSMPL0020-15-2719","MBSMPL0020-15-2719","sample from organism","dna extraction","3114401 (Extract)","DNA extract"
"MBSMPL0020-15-272","3100352 (Assay)","Assay","data transformation","3100352 (OTU)","data item"
"MBSMPL0020-15-272","3100352 (Extract)","DNA extract","dna sequencing","3100352 (Assay)","Assay"
"MBSMPL0020-15-272","MBSMPL0020-15-272","sample from organism","dna extraction","3100352 (Extract)","DNA extract"
"MBSMPL0020-15-2720","3114424 (Assay)","Assay","data transformation","3114424 (OTU)","data item"
"MBSMPL0020-15-2720","3114424 (Extract)","DNA extract","dna sequencing","3114424 (Assay)","Assay"
"MBSMPL0020-15-2720","MBSMPL0020-15-2720","sample from organism","dna extraction","3114424 (Extract)","DNA extract"
"MBSMPL0020-15-2721","3114426 (Assay)","Assay","data transformation","3114426 (OTU)","data item"
"MBSMPL0020-15-2721","3114426 (Extract)","DNA extract","dna sequencing","3114426 (Assay)","Assay"
"MBSMPL0020-15-2721","MBSMPL0020-15-2721","sample from organism","dna extraction","3114426 (Extract)","DNA extract"
"MBSMPL0020-15-2722","3114427 (Assay)","Assay","data transformation","3114427 (OTU)","data item"
"MBSMPL0020-15-2722","3114427 (Extract)","DNA extract","dna sequencing","3114427 (Assay)","Assay"
"MBSMPL0020-15-2722","MBSMPL0020-15-2722","sample from organism","dna extraction","3114427 (Extract)","DNA extract"
"MBSMPL0020-15-2723","3114429 (Assay)","Assay","data transformation","3114429 (OTU)","data item"
"MBSMPL0020-15-2723","3114429 (Extract)","DNA extract","dna sequencing","3114429 (Assay)","Assay"
