fips,65yrs,minority,black,hispanic,population,perc_65yrs,perc_minority,perc_black,perc_hispanic,poverty,perc_poverty,income,risk_flu,perc_rural_pop,perc_urban_pop,case0,case1,case2,case3,case4,case5,case6,case7,case8,case9,case10,case11,case12,case13,case14,case15,case16,case17,case18,case19,case20,case21,case22,case23,case24,case25,case26,case27,case28,case29,case30,case31,case32,case33,case34,case35,death0,death1,death2,death3,death4,death5,death6,death7,death8,death9,death10,death11,death12,death13,death14,death15,death16,death17,death18,death19,death20,death21,death22,death23,death24,death25,death26,death27,death28,death29,death30,death31,death32,death33,death34,death35,total_case,total_death
29201,7101,5720,4613,932,38280,0.185502,0.149425,0.12050699999999999,0.024347,7210,19.1,44261,-0.45953,41.6,58.4,7.0,7.0,35.0,11.0,16.0,3.0,7.0,5.0,17.0,13.0,18.0,18.0,4.0,12.0,33.0,36.0,44.0,55.0,40.0,80.0,83.0,62.0,73.0,53.0,70.0,70.0,82.0,160.0,110.0,153.0,142.0,203.0,323.0,337.0,241.0,248.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,7.0,5.0,2.0,3.0,1.0,5.0,2914,42
29203,1848,390,43,166,8166,0.226304,0.047758999999999996,0.005266,0.020328,1829,22.6,32715,-0.91155,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,11.0,10.0,3.0,10.0,3.0,0.0,1.0,2.0,5.0,8.0,7.0,15.0,23.0,32.0,38.0,11.0,42.0,35.0,28.0,23.0,10.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,354,9
29205,1290,176,55,129,5930,0.217538,0.02968,0.009275,0.021754,834,14.3,44564,-0.69699,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,19.0,2.0,12.0,1.0,3.0,6.0,4.0,3.0,8.0,5.0,14.0,6.0,10.0,10.0,9.0,37.0,19.0,23.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246,1
29207,5897,970,366,534,29025,0.20317000000000002,0.033419,0.01261,0.018397999999999998,4238,14.8,40808,-0.48708,69.8,30.2,7.0,2.0,7.0,3.0,1.0,9.0,22.0,19.0,9.0,27.0,12.0,8.0,8.0,8.0,12.0,15.0,19.0,19.0,17.0,18.0,15.0,33.0,29.0,34.0,86.0,56.0,71.0,99.0,81.0,107.0,84.0,90.0,199.0,233.0,154.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,4.0,1783,24
29209,10098,1130,135,767,31952,0.316037,0.035366,0.004225,0.024005000000000002,4204,13.4,46026,-0.75535,88.7,11.3,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,3.0,2.0,8.0,2.0,15.0,21.0,24.0,41.0,45.0,69.0,30.0,40.0,35.0,45.0,68.0,54.0,61.0,54.0,45.0,78.0,94.0,123.0,106.0,97.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0,1297,19
29211,1265,416,197,1131,6089,0.207752,0.06832,0.032353,0.185745,935,15.3,41978,-0.79699,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,10.0,13.0,8.0,12.0,19.0,12.0,7.0,2.0,5.0,2.0,10.0,7.0,12.0,6.0,14.0,5.0,6.0,1.0,7.0,29.0,26.0,26.0,20.0,78.0,55.0,57.0,54.0,22.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,579,6
29213,12379,3635,1012,3484,55928,0.221338,0.06499400000000001,0.018095,0.062294,8367,15.4,40887,-0.65469,43.9,56.1,5.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,15.0,18.0,35.0,40.0,43.0,71.0,166.0,145.0,160.0,138.0,54.0,53.0,81.0,82.0,77.0,183.0,104.0,53.0,130.0,195.0,199.0,249.0,256.0,261.0,282.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,3.0,6.0,3.0,5.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,0.0,3148,39
29215,5456,1836,961,566,25398,0.21481999999999998,0.07228899999999999,0.037838,0.022285,5806,24.6,34824,-0.74966,99.2,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,5.0,5.0,5.0,14.0,15.0,15.0,13.0,18.0,46.0,43.0,85.0,49.0,57.0,82.0,55.0,62.0,53.0,93.0,109.0,61.0,55.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1048,10
29217,4059,906,199,477,20563,0.197393,0.04406,0.009678,0.023197,3387,17.2,42552,-0.77148,58.3,41.7,0.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,4.0,11.0,5.0,8.0,4.0,0.0,5.0,13.0,7.0,11.0,23.0,22.0,26.0,30.0,38.0,36.0,28.0,38.0,41.0,79.0,96.0,66.0,62.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,757,10
29219,6334,1932,821,1245,35649,0.177677,0.05419500000000001,0.023030000000000002,0.034924000000000004,3606,10.5,62056,-0.55566,63.0,37.0,7.0,6.0,8.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,3.0,7.0,8.0,9.0,21.0,39.0,40.0,34.0,47.0,49.0,32.0,36.0,42.0,40.0,36.0,18.0,33.0,44.0,36.0,60.0,74.0,163.0,156.0,140.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1309,3
29221,4264,1191,612,375,24730,0.172422,0.04816,0.024746999999999998,0.015163999999999999,5145,21.7,38591,-0.6066600000000001,80.5,19.5,0.0,1.0,3.0,4.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,7.0,4.0,1.0,13.0,7.0,8.0,15.0,57.0,58.0,44.0,34.0,33.0,34.0,85.0,58.0,72.0,37.0,57.0,85.0,166.0,246.0,164.0,112.0,117.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,1.0,2.0,4.0,2.0,0.0,1.0,1.0,1.0,0.0,1540,27
29223,3131,521,115,231,12873,0.243222,0.040472,0.008933,0.017945,3018,23.3,33703,-0.71029,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,7.0,22.0,21.0,10.0,6.0,11.0,17.0,32.0,37.0,49.0,14.0,29.0,29.0,10.0,22.0,37.0,46.0,46.0,36.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,534,3
29225,6229,1693,457,858,39592,0.15733,0.042761,0.011543000000000001,0.021671,5384,14.1,51141,-0.63252,73.9,26.1,3.0,1.0,4.0,5.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,7.0,12.0,12.0,23.0,19.0,20.0,15.0,21.0,23.0,42.0,61.0,95.0,130.0,139.0,115.0,166.0,101.0,87.0,124.0,108.0,166.0,167.0,133.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,2.0,5.0,3.0,7.0,0.0,0.0,1.0,3.0,1949,27
29227,522,52,18,37,2013,0.259314,0.025832,0.008942,0.018381,279,14.1,43119,-0.9537399999999999,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,3.0,9.0,11.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88,0
29229,3587,634,118,414,18289,0.196129,0.034666,0.006451999999999999,0.022637,4330,23.9,35293,-0.71968,76.6,23.4,6.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,8.0,14.0,16.0,1.0,5.0,3.0,12.0,4.0,11.0,16.0,29.0,98.0,102.0,84.0,69.0,60.0,36.0,30.0,32.0,43.0,37.0,34.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.0,2.0,1.0,2.0,1.0,828,15
29510,43008,155927,136167,12543,300576,0.143085,0.5187609999999999,0.45302,0.04173,66858,22.8,43263,-0.31811,0.0,100.0,328.0,317.0,165.0,209.0,188.0,277.0,147.0,158.0,141.0,138.0,127.0,124.0,34.0,227.0,336.0,423.0,556.0,684.0,560.0,414.0,308.0,225.0,283.0,199.0,229.0,234.0,223.0,274.0,326.0,377.0,515.0,726.0,1118.0,960.0,1224.0,1041.0,6.0,11.0,13.0,18.0,17.0,20.0,11.0,14.0,20.0,5.0,6.0,13.0,1.0,3.0,0.0,3.0,3.0,5.0,5.0,7.0,3.0,4.0,1.0,3.0,3.0,2.0,16.0,4.0,1.0,3.0,4.0,0.0,5.0,0.0,8.0,19.0,13963,257
30001,2108,530,39,520,9453,0.222998,0.056067,0.0041259999999999995,0.055009,1236,13.8,47674,-0.6320100000000001,50.2,49.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,22.0,16.0,15.0,6.0,2.0,0.0,2.0,2.0,2.0,9.0,46.0,61.0,39.0,32.0,20.0,49.0,84.0,104.0,44.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,608,3
30003,1775,9447,57,874,13319,0.133268,0.709287,0.00428,0.065621,3375,25.6,40425,-0.7348899999999999,71.9,28.1,0.0,1.0,2.0,0.0,0.0,0.0,5.0,0.0,20.0,8.0,8.0,11.0,17.0,14.0,25.0,27.0,79.0,102.0,102.0,89.0,75.0,67.0,62.0,56.0,62.0,68.0,58.0,66.0,87.0,220.0,68.0,135.0,63.0,157.0,24.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,1.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,4.0,5.0,2.0,4.0,2.0,5.0,5.0,0.0,0.0,1868,50
30005,1058,3627,25,248,6681,0.15836,0.542883,0.003742,0.03712,1393,20.8,39237,-0.77788,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,5.0,54.0,37.0,81.0,78.0,78.0,55.0,57.0,20.0,35.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,1.0,5.0,4.0,1.0,0.0,544,18
30007,1499,261,35,183,6237,0.24034,0.041847,0.005612,0.029341000000000002,617,10.3,52840,-0.75961,100.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,4.0,16.0,24.0,27.0,22.0,24.0,32.0,25.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,220,1
30009,2871,423,63,261,10725,0.267692,0.039441000000000004,0.005874,0.024336,1247,11.7,53661,-0.66071,100.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,9.0,5.0,9.0,5.0,11.0,11.0,7.0,7.0,4.0,7.0,5.0,9.0,9.0,13.0,28.0,38.0,33.0,38.0,78.0,122.0,76.0,39.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,617,6
30011,327,41,3,14,1252,0.261182,0.032748,0.002396,0.011182,167,13.7,47985,-1.02439,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,23.0,22.0,20.0,13.0,9.0,13.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,123,4
30013,15555,9427,1348,3860,81366,0.191173,0.11585899999999999,0.016567,0.047439999999999996,10607,13.4,50054,-0.44582,19.8,80.2,11.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,6.0,7.0,13.0,22.0,42.0,33.0,20.0,17.0,15.0,84.0,92.0,66.0,84.0,147.0,191.0,178.0,333.0,335.0,493.0,645.0,668.0,893.0,464.0,553.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,19.0,15.0,9.0,14.0,4.0,5498,76
30015,1193,1215,13,161,5635,0.211713,0.215617,0.002307,0.028571,1060,18.7,44645,-0.7428600000000001,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,0.0,0.0,1.0,4.0,3.0,11.0,7.0,11.0,5.0,32.0,27.0,49.0,40.0,37.0,37.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,298,3
30017,2360,678,67,426,11402,0.206981,0.059463,0.005876,0.037362,1398,12.5,50525,-0.63272,17.9,82.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,4.0,5.0,8.0,3.0,6.0,5.0,9.0,0.0,2.0,3.0,3.0,8.0,24.0,15.0,5.0,19.0,45.0,67.0,87.0,67.0,112.0,131.0,65.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,792,7
30019,478,98,7,54,1690,0.28284000000000004,0.057988,0.004142,0.031952999999999995,171,10.1,44659,-0.8213299999999999,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,4.0,12.0,21.0,9.0,11.0,22.0,21.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,131,4
30021,1759,477,40,261,8613,0.204226,0.05538099999999999,0.004644,0.030302999999999997,934,11.4,56167,-0.75693,27.6,72.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,2.0,6.0,1.0,13.0,1.0,9.0,10.0,9.0,8.0,10.0,9.0,30.0,41.0,53.0,66.0,65.0,88.0,134.0,61.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,5.0,725,14
30023,2242,715,46,338,9140,0.24529499999999999,0.07822799999999999,0.005033,0.03698,1346,15.9,45641,-0.60243,33.6,66.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,6.0,6.0,5.0,5.0,2.0,1.0,47.0,5.0,28.0,3.0,36.0,86.0,82.0,74.0,72.0,44.0,91.0,57.0,40.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0,1.0,0.0,0.0,765,10
30025,484,106,5,46,2846,0.17006300000000002,0.037245,0.001757,0.016163,266,9.2,62029,-0.88941,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,12.0,7.0,8.0,15.0,38.0,25.0,46.0,67.0,19.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,255,1
30027,2785,499,38,243,11050,0.25203600000000004,0.045158,0.003439,0.021991,1313,12.2,49147,-0.61856,47.4,52.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,14.0,1.0,7.0,7.0,15.0,1.0,9.0,7.0,43.0,38.0,43.0,53.0,56.0,93.0,100.0,101.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,712,6
30029,20994,5180,313,3131,103806,0.202243,0.049901,0.003015,0.030162,11288,11.2,54382,-0.41293,51.5,48.5,20.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,10.0,4.0,45.0,62.0,79.0,77.0,55.0,84.0,116.0,93.0,51.0,97.0,162.0,325.0,596.0,494.0,549.0,540.0,703.0,720.0,822.0,947.0,624.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,4.0,3.0,1.0,2.0,4.0,0.0,3.0,1.0,0.0,0.0,3.0,9.0,0.0,7370,39
30031,15030,6013,543,4558,114434,0.13134200000000001,0.052546,0.004745,0.039831,9721,9.0,67569,-0.3902,33.5,66.5,101.0,34.0,7.0,4.0,0.0,3.0,0.0,0.0,2.0,10.0,26.0,17.0,35.0,48.0,117.0,159.0,197.0,104.0,66.0,58.0,23.0,58.0,36.0,43.0,52.0,136.0,210.0,322.0,315.0,543.0,719.0,837.0,1113.0,1119.0,618.0,698.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,4.0,2.0,5.0,7958,24
30033,303,22,5,9,1258,0.24085900000000002,0.017488,0.003975,0.007154000000000001,207,16.3,44580,-0.9385700000000001,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,2.0,13.0,15.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,66,2
30035,1733,9419,47,491,13753,0.12600899999999998,0.684869,0.0034170000000000003,0.035701,3629,27.0,37719,-0.71658,44.0,56.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,6.0,6.0,17.0,3.0,18.0,15.0,18.0,30.0,8.0,19.0,14.0,98.0,164.0,180.0,159.0,70.0,150.0,106.0,5.0,29.0,31.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,6.0,1.0,1.0,0.0,1.0,2.0,1194,21
30037,228,61,7,40,821,0.27771,0.0743,0.008526,0.048721,150,18.9,38782,-0.97521,100.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,7.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0
30039,1068,131,18,82,3379,0.31606999999999996,0.038769,0.005327,0.024268,449,13.4,48410,-0.9405600000000001,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,9.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,6.0,4.0,18.0,9.0,11.0,13.0,12.0,24.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,139,1
30041,2520,4859,95,662,16484,0.152876,0.294771,0.005763,0.04016,2151,13.5,50136,-0.71906,40.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,21.0,5.0,1.0,2.0,6.0,5.0,28.0,17.0,12.0,21.0,21.0,57.0,124.0,165.0,187.0,165.0,164.0,115.0,100.0,88.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,9.0,1.0,0.0,2.0,5.0,1.0,0.0,1418,28
30043,2718,638,53,359,12221,0.222404,0.052204999999999994,0.004337,0.029376,922,7.7,68381,-0.61203,100.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,4.0,7.0,3.0,3.0,3.0,5.0,2.0,4.0,10.0,19.0,15.0,13.0,22.0,17.0,43.0,47.0,65.0,113.0,61.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,552,1
