"Sample ID","Input","Input Type","Protocol Name","Output","Output Type"
"MBSMPL0020-6-474","ERS1212736 (Assay)","Assay","data transformation","ERS1212736 (OTU)","data item"
"MBSMPL0020-6-474","ERS1212736 (Extract)","DNA extract","dna sequencing","ERS1212736 (Assay)","Assay"
"MBSMPL0020-6-474","MBSMPL0020-6-474","sample from organism","dna extraction","ERS1212736 (Extract)","DNA extract"
"MBSMPL0020-6-475","ERS1212737 (Assay)","Assay","data transformation","ERS1212737 (OTU)","data item"
"MBSMPL0020-6-475","ERS1212737 (Extract)","DNA extract","dna sequencing","ERS1212737 (Assay)","Assay"
"MBSMPL0020-6-475","MBSMPL0020-6-475","sample from organism","dna extraction","ERS1212737 (Extract)","DNA extract"
"MBSMPL0020-6-476","ERS1212738 (Assay)","Assay","data transformation","ERS1212738 (OTU)","data item"
"MBSMPL0020-6-476","ERS1212738 (Extract)","DNA extract","dna sequencing","ERS1212738 (Assay)","Assay"
"MBSMPL0020-6-476","MBSMPL0020-6-476","sample from organism","dna extraction","ERS1212738 (Extract)","DNA extract"
"MBSMPL0020-6-477","ERS1212739 (Assay)","Assay","data transformation","ERS1212739 (OTU)","data item"
"MBSMPL0020-6-477","ERS1212739 (Extract)","DNA extract","dna sequencing","ERS1212739 (Assay)","Assay"
"MBSMPL0020-6-477","MBSMPL0020-6-477","sample from organism","dna extraction","ERS1212739 (Extract)","DNA extract"
"MBSMPL0020-6-478","ERS1212740 (Assay)","Assay","data transformation","ERS1212740 (OTU)","data item"
"MBSMPL0020-6-478","ERS1212740 (Extract)","DNA extract","dna sequencing","ERS1212740 (Assay)","Assay"
"MBSMPL0020-6-478","MBSMPL0020-6-478","sample from organism","dna extraction","ERS1212740 (Extract)","DNA extract"
"MBSMPL0020-6-479","ERS1212741 (Assay)","Assay","data transformation","ERS1212741 (OTU)","data item"
"MBSMPL0020-6-479","ERS1212741 (Extract)","DNA extract","dna sequencing","ERS1212741 (Assay)","Assay"
"MBSMPL0020-6-479","MBSMPL0020-6-479","sample from organism","dna extraction","ERS1212741 (Extract)","DNA extract"
"MBSMPL0020-6-48","ERS1212540 (Assay)","Assay","data transformation","ERS1212540 (OTU)","data item"
"MBSMPL0020-6-48","ERS1212540 (Extract)","DNA extract","dna sequencing","ERS1212540 (Assay)","Assay"
"MBSMPL0020-6-48","MBSMPL0020-6-48","sample from organism","dna extraction","ERS1212540 (Extract)","DNA extract"
"MBSMPL0020-6-480","ERS1212742 (Assay)","Assay","data transformation","ERS1212742 (OTU)","data item"
"MBSMPL0020-6-480","ERS1212742 (Extract)","DNA extract","dna sequencing","ERS1212742 (Assay)","Assay"
"MBSMPL0020-6-480","MBSMPL0020-6-480","sample from organism","dna extraction","ERS1212742 (Extract)","DNA extract"
"MBSMPL0020-6-481","ERS1216222 (Assay)","Assay","data transformation","ERS1216222 (OTU)","data item"
"MBSMPL0020-6-481","ERS1216222 (Extract)","DNA extract","dna sequencing","ERS1216222 (Assay)","Assay"
"MBSMPL0020-6-481","MBSMPL0020-6-481","sample from organism","dna extraction","ERS1216222 (Extract)","DNA extract"
"MBSMPL0020-6-482","ERS1216223 (Assay)","Assay","data transformation","ERS1216223 (OTU)","data item"
"MBSMPL0020-6-482","ERS1216223 (Extract)","DNA extract","dna sequencing","ERS1216223 (Assay)","Assay"
"MBSMPL0020-6-482","MBSMPL0020-6-482","sample from organism","dna extraction","ERS1216223 (Extract)","DNA extract"
"MBSMPL0020-6-483","ERS1215905 (Assay)","Assay","data transformation","ERS1215905 (OTU)","data item"
"MBSMPL0020-6-483","ERS1215905 (Extract)","DNA extract","dna sequencing","ERS1215905 (Assay)","Assay"
"MBSMPL0020-6-483","MBSMPL0020-6-483","sample from organism","dna extraction","ERS1215905 (Extract)","DNA extract"
"MBSMPL0020-6-484","ERS1215906 (Assay)","Assay","data transformation","ERS1215906 (OTU)","data item"
"MBSMPL0020-6-484","ERS1215906 (Extract)","DNA extract","dna sequencing","ERS1215906 (Assay)","Assay"
"MBSMPL0020-6-484","MBSMPL0020-6-484","sample from organism","dna extraction","ERS1215906 (Extract)","DNA extract"
"MBSMPL0020-6-485","ERS1216224 (Assay)","Assay","data transformation","ERS1216224 (OTU)","data item"
"MBSMPL0020-6-485","ERS1216224 (Extract)","DNA extract","dna sequencing","ERS1216224 (Assay)","Assay"
"MBSMPL0020-6-485","MBSMPL0020-6-485","sample from organism","dna extraction","ERS1216224 (Extract)","DNA extract"
"MBSMPL0020-6-486","ERS1216225 (Assay)","Assay","data transformation","ERS1216225 (OTU)","data item"
"MBSMPL0020-6-486","ERS1216225 (Extract)","DNA extract","dna sequencing","ERS1216225 (Assay)","Assay"
"MBSMPL0020-6-486","MBSMPL0020-6-486","sample from organism","dna extraction","ERS1216225 (Extract)","DNA extract"
"MBSMPL0020-6-487","ERS1213552 (Assay)","Assay","data transformation","ERS1213552 (OTU)","data item"
"MBSMPL0020-6-487","ERS1213552 (Extract)","DNA extract","dna sequencing","ERS1213552 (Assay)","Assay"
"MBSMPL0020-6-487","MBSMPL0020-6-487","sample from organism","dna extraction","ERS1213552 (Extract)","DNA extract"
"MBSMPL0020-6-488","ERS1213553 (Assay)","Assay","data transformation","ERS1213553 (OTU)","data item"
"MBSMPL0020-6-488","ERS1213553 (Extract)","DNA extract","dna sequencing","ERS1213553 (Assay)","Assay"
"MBSMPL0020-6-488","MBSMPL0020-6-488","sample from organism","dna extraction","ERS1213553 (Extract)","DNA extract"
"MBSMPL0020-6-489","ERS1215907 (Assay)","Assay","data transformation","ERS1215907 (OTU)","data item"
"MBSMPL0020-6-489","ERS1215907 (Extract)","DNA extract","dna sequencing","ERS1215907 (Assay)","Assay"
"MBSMPL0020-6-489","MBSMPL0020-6-489","sample from organism","dna extraction","ERS1215907 (Extract)","DNA extract"
"MBSMPL0020-6-49","ERS1212541 (Assay)","Assay","data transformation","ERS1212541 (OTU)","data item"
"MBSMPL0020-6-49","ERS1212541 (Extract)","DNA extract","dna sequencing","ERS1212541 (Assay)","Assay"
"MBSMPL0020-6-49","MBSMPL0020-6-49","sample from organism","dna extraction","ERS1212541 (Extract)","DNA extract"
"MBSMPL0020-6-490","ERS1215908 (Assay)","Assay","data transformation","ERS1215908 (OTU)","data item"
"MBSMPL0020-6-490","ERS1215908 (Extract)","DNA extract","dna sequencing","ERS1215908 (Assay)","Assay"
"MBSMPL0020-6-490","MBSMPL0020-6-490","sample from organism","dna extraction","ERS1215908 (Extract)","DNA extract"
"MBSMPL0020-6-491","ERS1215909 (Assay)","Assay","data transformation","ERS1215909 (OTU)","data item"
"MBSMPL0020-6-491","ERS1215909 (Extract)","DNA extract","dna sequencing","ERS1215909 (Assay)","Assay"
"MBSMPL0020-6-491","MBSMPL0020-6-491","sample from organism","dna extraction","ERS1215909 (Extract)","DNA extract"
"MBSMPL0020-6-492","ERS1215675 (Assay)","Assay","data transformation","ERS1215675 (OTU)","data item"
"MBSMPL0020-6-492","ERS1215675 (Extract)","DNA extract","dna sequencing","ERS1215675 (Assay)","Assay"
"MBSMPL0020-6-492","MBSMPL0020-6-492","sample from organism","dna extraction","ERS1215675 (Extract)","DNA extract"
"MBSMPL0020-6-493","ERS1215910 (Assay)","Assay","data transformation","ERS1215910 (OTU)","data item"
"MBSMPL0020-6-493","ERS1215910 (Extract)","DNA extract","dna sequencing","ERS1215910 (Assay)","Assay"
"MBSMPL0020-6-493","MBSMPL0020-6-493","sample from organism","dna extraction","ERS1215910 (Extract)","DNA extract"
"MBSMPL0020-6-494","ERS1215911 (Assay)","Assay","data transformation","ERS1215911 (OTU)","data item"
"MBSMPL0020-6-494","ERS1215911 (Extract)","DNA extract","dna sequencing","ERS1215911 (Assay)","Assay"
"MBSMPL0020-6-494","MBSMPL0020-6-494","sample from organism","dna extraction","ERS1215911 (Extract)","DNA extract"
"MBSMPL0020-6-495","ERS1215912 (Assay)","Assay","data transformation","ERS1215912 (OTU)","data item"
"MBSMPL0020-6-495","ERS1215912 (Extract)","DNA extract","dna sequencing","ERS1215912 (Assay)","Assay"
"MBSMPL0020-6-495","MBSMPL0020-6-495","sample from organism","dna extraction","ERS1215912 (Extract)","DNA extract"
"MBSMPL0020-6-496","ERS1215913 (Assay)","Assay","data transformation","ERS1215913 (OTU)","data item"
"MBSMPL0020-6-496","ERS1215913 (Extract)","DNA extract","dna sequencing","ERS1215913 (Assay)","Assay"
"MBSMPL0020-6-496","MBSMPL0020-6-496","sample from organism","dna extraction","ERS1215913 (Extract)","DNA extract"
"MBSMPL0020-6-497","ERS1215676 (Assay)","Assay","data transformation","ERS1215676 (OTU)","data item"
"MBSMPL0020-6-497","ERS1215676 (Extract)","DNA extract","dna sequencing","ERS1215676 (Assay)","Assay"
"MBSMPL0020-6-497","MBSMPL0020-6-497","sample from organism","dna extraction","ERS1215676 (Extract)","DNA extract"
"MBSMPL0020-6-498","ERS1215677 (Assay)","Assay","data transformation","ERS1215677 (OTU)","data item"
"MBSMPL0020-6-498","ERS1215677 (Extract)","DNA extract","dna sequencing","ERS1215677 (Assay)","Assay"
"MBSMPL0020-6-498","MBSMPL0020-6-498","sample from organism","dna extraction","ERS1215677 (Extract)","DNA extract"
"MBSMPL0020-6-499","ERS1215678 (Assay)","Assay","data transformation","ERS1215678 (OTU)","data item"
"MBSMPL0020-6-499","ERS1215678 (Extract)","DNA extract","dna sequencing","ERS1215678 (Assay)","Assay"
"MBSMPL0020-6-499","MBSMPL0020-6-499","sample from organism","dna extraction","ERS1215678 (Extract)","DNA extract"
"MBSMPL0020-6-5","ERS1212514 (Assay)","Assay","data transformation","ERS1212514 (OTU)","data item"
"MBSMPL0020-6-5","ERS1212514 (Extract)","DNA extract","dna sequencing","ERS1212514 (Assay)","Assay"
"MBSMPL0020-6-5","MBSMPL0020-6-5","sample from organism","dna extraction","ERS1212514 (Extract)","DNA extract"
"MBSMPL0020-6-50","ERS1212542 (Assay)","Assay","data transformation","ERS1212542 (OTU)","data item"
"MBSMPL0020-6-50","ERS1212542 (Extract)","DNA extract","dna sequencing","ERS1212542 (Assay)","Assay"
"MBSMPL0020-6-50","MBSMPL0020-6-50","sample from organism","dna extraction","ERS1212542 (Extract)","DNA extract"
"MBSMPL0020-6-500","ERS1212743 (Assay)","Assay","data transformation","ERS1212743 (OTU)","data item"
"MBSMPL0020-6-500","ERS1212743 (Extract)","DNA extract","dna sequencing","ERS1212743 (Assay)","Assay"
"MBSMPL0020-6-500","MBSMPL0020-6-500","sample from organism","dna extraction","ERS1212743 (Extract)","DNA extract"
"MBSMPL0020-6-501","ERS1212744 (Assay)","Assay","data transformation","ERS1212744 (OTU)","data item"
"MBSMPL0020-6-501","ERS1212744 (Extract)","DNA extract","dna sequencing","ERS1212744 (Assay)","Assay"
"MBSMPL0020-6-501","MBSMPL0020-6-501","sample from organism","dna extraction","ERS1212744 (Extract)","DNA extract"
"MBSMPL0020-6-502","ERS1212745 (Assay)","Assay","data transformation","ERS1212745 (OTU)","data item"
"MBSMPL0020-6-502","ERS1212745 (Extract)","DNA extract","dna sequencing","ERS1212745 (Assay)","Assay"
"MBSMPL0020-6-502","MBSMPL0020-6-502","sample from organism","dna extraction","ERS1212745 (Extract)","DNA extract"
"MBSMPL0020-6-503","ERS1212746 (Assay)","Assay","data transformation","ERS1212746 (OTU)","data item"
"MBSMPL0020-6-503","ERS1212746 (Extract)","DNA extract","dna sequencing","ERS1212746 (Assay)","Assay"
"MBSMPL0020-6-503","MBSMPL0020-6-503","sample from organism","dna extraction","ERS1212746 (Extract)","DNA extract"
"MBSMPL0020-6-504","ERS1212747 (Assay)","Assay","data transformation","ERS1212747 (OTU)","data item"
"MBSMPL0020-6-504","ERS1212747 (Extract)","DNA extract","dna sequencing","ERS1212747 (Assay)","Assay"
"MBSMPL0020-6-504","MBSMPL0020-6-504","sample from organism","dna extraction","ERS1212747 (Extract)","DNA extract"
"MBSMPL0020-6-505","ERS1212748 (Assay)","Assay","data transformation","ERS1212748 (OTU)","data item"
"MBSMPL0020-6-505","ERS1212748 (Extract)","DNA extract","dna sequencing","ERS1212748 (Assay)","Assay"
"MBSMPL0020-6-505","MBSMPL0020-6-505","sample from organism","dna extraction","ERS1212748 (Extract)","DNA extract"
"MBSMPL0020-6-506","ERS1212749 (Assay)","Assay","data transformation","ERS1212749 (OTU)","data item"
"MBSMPL0020-6-506","ERS1212749 (Extract)","DNA extract","dna sequencing","ERS1212749 (Assay)","Assay"
"MBSMPL0020-6-506","MBSMPL0020-6-506","sample from organism","dna extraction","ERS1212749 (Extract)","DNA extract"
"MBSMPL0020-6-507","ERS1212750 (Assay)","Assay","data transformation","ERS1212750 (OTU)","data item"
"MBSMPL0020-6-507","ERS1212750 (Extract)","DNA extract","dna sequencing","ERS1212750 (Assay)","Assay"
"MBSMPL0020-6-507","MBSMPL0020-6-507","sample from organism","dna extraction","ERS1212750 (Extract)","DNA extract"
"MBSMPL0020-6-508","ERS1216226 (Assay)","Assay","data transformation","ERS1216226 (OTU)","data item"
"MBSMPL0020-6-508","ERS1216226 (Extract)","DNA extract","dna sequencing","ERS1216226 (Assay)","Assay"
"MBSMPL0020-6-508","MBSMPL0020-6-508","sample from organism","dna extraction","ERS1216226 (Extract)","DNA extract"
"MBSMPL0020-6-509","ERS1216227 (Assay)","Assay","data transformation","ERS1216227 (OTU)","data item"
"MBSMPL0020-6-509","ERS1216227 (Extract)","DNA extract","dna sequencing","ERS1216227 (Assay)","Assay"
"MBSMPL0020-6-509","MBSMPL0020-6-509","sample from organism","dna extraction","ERS1216227 (Extract)","DNA extract"
"MBSMPL0020-6-51","ERS1212543 (Assay)","Assay","data transformation","ERS1212543 (OTU)","data item"
"MBSMPL0020-6-51","ERS1212543 (Extract)","DNA extract","dna sequencing","ERS1212543 (Assay)","Assay"
"MBSMPL0020-6-51","MBSMPL0020-6-51","sample from organism","dna extraction","ERS1212543 (Extract)","DNA extract"
"MBSMPL0020-6-510","ERS1215914 (Assay)","Assay","data transformation","ERS1215914 (OTU)","data item"
"MBSMPL0020-6-510","ERS1215914 (Extract)","DNA extract","dna sequencing","ERS1215914 (Assay)","Assay"
"MBSMPL0020-6-510","MBSMPL0020-6-510","sample from organism","dna extraction","ERS1215914 (Extract)","DNA extract"
"MBSMPL0020-6-511","ERS1216228 (Assay)","Assay","data transformation","ERS1216228 (OTU)","data item"
"MBSMPL0020-6-511","ERS1216228 (Extract)","DNA extract","dna sequencing","ERS1216228 (Assay)","Assay"
"MBSMPL0020-6-511","MBSMPL0020-6-511","sample from organism","dna extraction","ERS1216228 (Extract)","DNA extract"
"MBSMPL0020-6-512","ERS1213554 (Assay)","Assay","data transformation","ERS1213554 (OTU)","data item"
"MBSMPL0020-6-512","ERS1213554 (Extract)","DNA extract","dna sequencing","ERS1213554 (Assay)","Assay"
"MBSMPL0020-6-512","MBSMPL0020-6-512","sample from organism","dna extraction","ERS1213554 (Extract)","DNA extract"
"MBSMPL0020-6-513","ERS1213555 (Assay)","Assay","data transformation","ERS1213555 (OTU)","data item"
"MBSMPL0020-6-513","ERS1213555 (Extract)","DNA extract","dna sequencing","ERS1213555 (Assay)","Assay"
"MBSMPL0020-6-513","MBSMPL0020-6-513","sample from organism","dna extraction","ERS1213555 (Extract)","DNA extract"
"MBSMPL0020-6-514","ERS1215915 (Assay)","Assay","data transformation","ERS1215915 (OTU)","data item"
"MBSMPL0020-6-514","ERS1215915 (Extract)","DNA extract","dna sequencing","ERS1215915 (Assay)","Assay"
"MBSMPL0020-6-514","MBSMPL0020-6-514","sample from organism","dna extraction","ERS1215915 (Extract)","DNA extract"
"MBSMPL0020-6-515","ERS1215916 (Assay)","Assay","data transformation","ERS1215916 (OTU)","data item"
"MBSMPL0020-6-515","ERS1215916 (Extract)","DNA extract","dna sequencing","ERS1215916 (Assay)","Assay"
"MBSMPL0020-6-515","MBSMPL0020-6-515","sample from organism","dna extraction","ERS1215916 (Extract)","DNA extract"
"MBSMPL0020-6-516","ERS1215917 (Assay)","Assay","data transformation","ERS1215917 (OTU)","data item"
"MBSMPL0020-6-516","ERS1215917 (Extract)","DNA extract","dna sequencing","ERS1215917 (Assay)","Assay"
"MBSMPL0020-6-516","MBSMPL0020-6-516","sample from organism","dna extraction","ERS1215917 (Extract)","DNA extract"
"MBSMPL0020-6-517","ERS1215918 (Assay)","Assay","data transformation","ERS1215918 (OTU)","data item"
"MBSMPL0020-6-517","ERS1215918 (Extract)","DNA extract","dna sequencing","ERS1215918 (Assay)","Assay"
"MBSMPL0020-6-517","MBSMPL0020-6-517","sample from organism","dna extraction","ERS1215918 (Extract)","DNA extract"
"MBSMPL0020-6-518","ERS1215919 (Assay)","Assay","data transformation","ERS1215919 (OTU)","data item"
"MBSMPL0020-6-518","ERS1215919 (Extract)","DNA extract","dna sequencing","ERS1215919 (Assay)","Assay"
"MBSMPL0020-6-518","MBSMPL0020-6-518","sample from organism","dna extraction","ERS1215919 (Extract)","DNA extract"
"MBSMPL0020-6-519","ERS1215679 (Assay)","Assay","data transformation","ERS1215679 (OTU)","data item"
"MBSMPL0020-6-519","ERS1215679 (Extract)","DNA extract","dna sequencing","ERS1215679 (Assay)","Assay"
"MBSMPL0020-6-519","MBSMPL0020-6-519","sample from organism","dna extraction","ERS1215679 (Extract)","DNA extract"
"MBSMPL0020-6-52","ERS1212544 (Assay)","Assay","data transformation","ERS1212544 (OTU)","data item"
"MBSMPL0020-6-52","ERS1212544 (Extract)","DNA extract","dna sequencing","ERS1212544 (Assay)","Assay"
"MBSMPL0020-6-52","MBSMPL0020-6-52","sample from organism","dna extraction","ERS1212544 (Extract)","DNA extract"
"MBSMPL0020-6-520","ERS1215920 (Assay)","Assay","data transformation","ERS1215920 (OTU)","data item"
"MBSMPL0020-6-520","ERS1215920 (Extract)","DNA extract","dna sequencing","ERS1215920 (Assay)","Assay"
"MBSMPL0020-6-520","MBSMPL0020-6-520","sample from organism","dna extraction","ERS1215920 (Extract)","DNA extract"
"MBSMPL0020-6-521","ERS1215921 (Assay)","Assay","data transformation","ERS1215921 (OTU)","data item"
"MBSMPL0020-6-521","ERS1215921 (Extract)","DNA extract","dna sequencing","ERS1215921 (Assay)","Assay"
"MBSMPL0020-6-521","MBSMPL0020-6-521","sample from organism","dna extraction","ERS1215921 (Extract)","DNA extract"
"MBSMPL0020-6-522","ERS1215680 (Assay)","Assay","data transformation","ERS1215680 (OTU)","data item"
"MBSMPL0020-6-522","ERS1215680 (Extract)","DNA extract","dna sequencing","ERS1215680 (Assay)","Assay"
"MBSMPL0020-6-522","MBSMPL0020-6-522","sample from organism","dna extraction","ERS1215680 (Extract)","DNA extract"
"MBSMPL0020-6-523","ERS1215681 (Assay)","Assay","data transformation","ERS1215681 (OTU)","data item"
"MBSMPL0020-6-523","ERS1215681 (Extract)","DNA extract","dna sequencing","ERS1215681 (Assay)","Assay"
"MBSMPL0020-6-523","MBSMPL0020-6-523","sample from organism","dna extraction","ERS1215681 (Extract)","DNA extract"
"MBSMPL0020-6-524","ERS1215682 (Assay)","Assay","data transformation","ERS1215682 (OTU)","data item"
"MBSMPL0020-6-524","ERS1215682 (Extract)","DNA extract","dna sequencing","ERS1215682 (Assay)","Assay"
"MBSMPL0020-6-524","MBSMPL0020-6-524","sample from organism","dna extraction","ERS1215682 (Extract)","DNA extract"
"MBSMPL0020-6-525","ERS1212751 (Assay)","Assay","data transformation","ERS1212751 (OTU)","data item"
"MBSMPL0020-6-525","ERS1212751 (Extract)","DNA extract","dna sequencing","ERS1212751 (Assay)","Assay"
"MBSMPL0020-6-525","MBSMPL0020-6-525","sample from organism","dna extraction","ERS1212751 (Extract)","DNA extract"
"MBSMPL0020-6-526","ERS1212752 (Assay)","Assay","data transformation","ERS1212752 (OTU)","data item"
"MBSMPL0020-6-526","ERS1212752 (Extract)","DNA extract","dna sequencing","ERS1212752 (Assay)","Assay"
"MBSMPL0020-6-526","MBSMPL0020-6-526","sample from organism","dna extraction","ERS1212752 (Extract)","DNA extract"
"MBSMPL0020-6-527","ERS1212753 (Assay)","Assay","data transformation","ERS1212753 (OTU)","data item"
"MBSMPL0020-6-527","ERS1212753 (Extract)","DNA extract","dna sequencing","ERS1212753 (Assay)","Assay"
"MBSMPL0020-6-527","MBSMPL0020-6-527","sample from organism","dna extraction","ERS1212753 (Extract)","DNA extract"
"MBSMPL0020-6-528","ERS1212754 (Assay)","Assay","data transformation","ERS1212754 (OTU)","data item"
"MBSMPL0020-6-528","ERS1212754 (Extract)","DNA extract","dna sequencing","ERS1212754 (Assay)","Assay"
"MBSMPL0020-6-528","MBSMPL0020-6-528","sample from organism","dna extraction","ERS1212754 (Extract)","DNA extract"
"MBSMPL0020-6-529","ERS1212755 (Assay)","Assay","data transformation","ERS1212755 (OTU)","data item"
"MBSMPL0020-6-529","ERS1212755 (Extract)","DNA extract","dna sequencing","ERS1212755 (Assay)","Assay"
"MBSMPL0020-6-529","MBSMPL0020-6-529","sample from organism","dna extraction","ERS1212755 (Extract)","DNA extract"
"MBSMPL0020-6-53","ERS1212545 (Assay)","Assay","data transformation","ERS1212545 (OTU)","data item"
"MBSMPL0020-6-53","ERS1212545 (Extract)","DNA extract","dna sequencing","ERS1212545 (Assay)","Assay"
"MBSMPL0020-6-53","MBSMPL0020-6-53","sample from organism","dna extraction","ERS1212545 (Extract)","DNA extract"
"MBSMPL0020-6-530","ERS1212756 (Assay)","Assay","data transformation","ERS1212756 (OTU)","data item"
"MBSMPL0020-6-530","ERS1212756 (Extract)","DNA extract","dna sequencing","ERS1212756 (Assay)","Assay"
"MBSMPL0020-6-530","MBSMPL0020-6-530","sample from organism","dna extraction","ERS1212756 (Extract)","DNA extract"
"MBSMPL0020-6-531","ERS1212757 (Assay)","Assay","data transformation","ERS1212757 (OTU)","data item"
"MBSMPL0020-6-531","ERS1212757 (Extract)","DNA extract","dna sequencing","ERS1212757 (Assay)","Assay"
"MBSMPL0020-6-531","MBSMPL0020-6-531","sample from organism","dna extraction","ERS1212757 (Extract)","DNA extract"
"MBSMPL0020-6-532","ERS1212758 (Assay)","Assay","data transformation","ERS1212758 (OTU)","data item"
"MBSMPL0020-6-532","ERS1212758 (Extract)","DNA extract","dna sequencing","ERS1212758 (Assay)","Assay"
"MBSMPL0020-6-532","MBSMPL0020-6-532","sample from organism","dna extraction","ERS1212758 (Extract)","DNA extract"
"MBSMPL0020-6-533","ERS1215683 (Assay)","Assay","data transformation","ERS1215683 (OTU)","data item"
"MBSMPL0020-6-533","ERS1215683 (Extract)","DNA extract","dna sequencing","ERS1215683 (Assay)","Assay"
"MBSMPL0020-6-533","MBSMPL0020-6-533","sample from organism","dna extraction","ERS1215683 (Extract)","DNA extract"
"MBSMPL0020-6-534","ERS1216229 (Assay)","Assay","data transformation","ERS1216229 (OTU)","data item"
"MBSMPL0020-6-534","ERS1216229 (Extract)","DNA extract","dna sequencing","ERS1216229 (Assay)","Assay"
"MBSMPL0020-6-534","MBSMPL0020-6-534","sample from organism","dna extraction","ERS1216229 (Extract)","DNA extract"
"MBSMPL0020-6-535","ERS1215922 (Assay)","Assay","data transformation","ERS1215922 (OTU)","data item"
"MBSMPL0020-6-535","ERS1215922 (Extract)","DNA extract","dna sequencing","ERS1215922 (Assay)","Assay"
"MBSMPL0020-6-535","MBSMPL0020-6-535","sample from organism","dna extraction","ERS1215922 (Extract)","DNA extract"
"MBSMPL0020-6-536","ERS1213556 (Assay)","Assay","data transformation","ERS1213556 (OTU)","data item"
"MBSMPL0020-6-536","ERS1213556 (Extract)","DNA extract","dna sequencing","ERS1213556 (Assay)","Assay"
"MBSMPL0020-6-536","MBSMPL0020-6-536","sample from organism","dna extraction","ERS1213556 (Extract)","DNA extract"
"MBSMPL0020-6-537","ERS1213557 (Assay)","Assay","data transformation","ERS1213557 (OTU)","data item"
"MBSMPL0020-6-537","ERS1213557 (Extract)","DNA extract","dna sequencing","ERS1213557 (Assay)","Assay"
"MBSMPL0020-6-537","MBSMPL0020-6-537","sample from organism","dna extraction","ERS1213557 (Extract)","DNA extract"
"MBSMPL0020-6-538","ERS1213558 (Assay)","Assay","data transformation","ERS1213558 (OTU)","data item"
"MBSMPL0020-6-538","ERS1213558 (Extract)","DNA extract","dna sequencing","ERS1213558 (Assay)","Assay"
"MBSMPL0020-6-538","MBSMPL0020-6-538","sample from organism","dna extraction","ERS1213558 (Extract)","DNA extract"
"MBSMPL0020-6-539","ERS1215923 (Assay)","Assay","data transformation","ERS1215923 (OTU)","data item"
"MBSMPL0020-6-539","ERS1215923 (Extract)","DNA extract","dna sequencing","ERS1215923 (Assay)","Assay"
"MBSMPL0020-6-539","MBSMPL0020-6-539","sample from organism","dna extraction","ERS1215923 (Extract)","DNA extract"
"MBSMPL0020-6-54","ERS1212546 (Assay)","Assay","data transformation","ERS1212546 (OTU)","data item"
"MBSMPL0020-6-54","ERS1212546 (Extract)","DNA extract","dna sequencing","ERS1212546 (Assay)","Assay"
"MBSMPL0020-6-54","MBSMPL0020-6-54","sample from organism","dna extraction","ERS1212546 (Extract)","DNA extract"
"MBSMPL0020-6-540","ERS1215924 (Assay)","Assay","data transformation","ERS1215924 (OTU)","data item"
"MBSMPL0020-6-540","ERS1215924 (Extract)","DNA extract","dna sequencing","ERS1215924 (Assay)","Assay"
"MBSMPL0020-6-540","MBSMPL0020-6-540","sample from organism","dna extraction","ERS1215924 (Extract)","DNA extract"
"MBSMPL0020-6-541","ERS1215925 (Assay)","Assay","data transformation","ERS1215925 (OTU)","data item"
"MBSMPL0020-6-541","ERS1215925 (Extract)","DNA extract","dna sequencing","ERS1215925 (Assay)","Assay"
"MBSMPL0020-6-541","MBSMPL0020-6-541","sample from organism","dna extraction","ERS1215925 (Extract)","DNA extract"
"MBSMPL0020-6-542","ERS1215926 (Assay)","Assay","data transformation","ERS1215926 (OTU)","data item"
"MBSMPL0020-6-542","ERS1215926 (Extract)","DNA extract","dna sequencing","ERS1215926 (Assay)","Assay"
"MBSMPL0020-6-542","MBSMPL0020-6-542","sample from organism","dna extraction","ERS1215926 (Extract)","DNA extract"
"MBSMPL0020-6-543","ERS1215927 (Assay)","Assay","data transformation","ERS1215927 (OTU)","data item"
"MBSMPL0020-6-543","ERS1215927 (Extract)","DNA extract","dna sequencing","ERS1215927 (Assay)","Assay"
"MBSMPL0020-6-543","MBSMPL0020-6-543","sample from organism","dna extraction","ERS1215927 (Extract)","DNA extract"
"MBSMPL0020-6-544","ERS1215684 (Assay)","Assay","data transformation","ERS1215684 (OTU)","data item"
"MBSMPL0020-6-544","ERS1215684 (Extract)","DNA extract","dna sequencing","ERS1215684 (Assay)","Assay"
"MBSMPL0020-6-544","MBSMPL0020-6-544","sample from organism","dna extraction","ERS1215684 (Extract)","DNA extract"
"MBSMPL0020-6-545","ERS1215928 (Assay)","Assay","data transformation","ERS1215928 (OTU)","data item"
"MBSMPL0020-6-545","ERS1215928 (Extract)","DNA extract","dna sequencing","ERS1215928 (Assay)","Assay"
"MBSMPL0020-6-545","MBSMPL0020-6-545","sample from organism","dna extraction","ERS1215928 (Extract)","DNA extract"
"MBSMPL0020-6-546","ERS1215929 (Assay)","Assay","data transformation","ERS1215929 (OTU)","data item"
"MBSMPL0020-6-546","ERS1215929 (Extract)","DNA extract","dna sequencing","ERS1215929 (Assay)","Assay"
"MBSMPL0020-6-546","MBSMPL0020-6-546","sample from organism","dna extraction","ERS1215929 (Extract)","DNA extract"
"MBSMPL0020-6-547","ERS1215685 (Assay)","Assay","data transformation","ERS1215685 (OTU)","data item"
"MBSMPL0020-6-547","ERS1215685 (Extract)","DNA extract","dna sequencing","ERS1215685 (Assay)","Assay"
"MBSMPL0020-6-547","MBSMPL0020-6-547","sample from organism","dna extraction","ERS1215685 (Extract)","DNA extract"
